data,hora_inicio,duracao_segundos
2024-12-16,05:54:19,10.04
2024-12-16,05:54:32,10.05
2024-12-16,05:54:44,10.06
2024-12-16,05:54:56,10.05
2024-12-16,05:55:08,10.03
2024-12-16,05:55:20,10.07
2024-12-16,05:55:32,10.01
2024-12-16,05:55:44,10.04
2024-12-16,05:55:56,10.03
2024-12-16,05:56:08,10.04
2024-12-16,05:56:20,10.05
2024-12-16,05:56:32,10.07
2024-12-16,05:56:44,10.05
2024-12-16,05:56:56,10.01
2024-12-16,05:57:08,10.04
2024-12-16,05:57:20,10.04
2024-12-16,05:57:32,10.01
2024-12-16,05:57:44,10.07
2024-12-16,05:57:56,10.05
2024-12-16,05:58:08,10.00
2024-12-16,05:58:20,10.07
2024-12-16,05:58:32,10.07
2024-12-16,05:58:44,10.04
2024-12-16,05:58:56,10.04
2024-12-16,05:59:09,10.02
2024-12-16,05:59:21,10.03
2024-12-16,05:59:33,10.04
2024-12-16,05:59:45,10.04
2024-12-16,05:59:57,10.03
2024-12-16,06:00:09,10.05
2024-12-16,06:00:21,10.07
2024-12-16,06:00:33,10.07
2024-12-16,06:00:45,10.04
2024-12-16,06:00:57,10.05
2024-12-16,06:01:09,10.06
2024-12-16,06:01:21,10.03
2024-12-16,06:01:33,10.02
2024-12-16,06:01:45,10.03
2024-12-16,06:01:57,10.06
2024-12-16,06:02:09,10.04
2024-12-16,06:02:21,10.04
2024-12-16,06:02:33,10.04
2024-12-16,06:02:45,10.07
2024-12-16,06:02:57,10.04
2024-12-16,06:03:09,10.03
2024-12-16,06:03:21,10.07
2024-12-16,06:03:33,10.02
2024-12-16,06:03:46,10.03
2024-12-16,06:03:58,10.05
2024-12-16,06:04:10,10.05
2024-12-16,06:04:22,10.05
2024-12-16,06:04:34,10.07
2024-12-16,06:04:46,10.06
2024-12-16,06:04:58,10.04
2024-12-16,06:05:10,10.04
2024-12-16,06:05:22,10.04
2024-12-16,06:05:34,10.04
2024-12-16,06:05:46,10.04
2024-12-16,06:05:58,10.04
2024-12-16,06:06:10,10.05
2024-12-16,06:06:22,10.06
2024-12-16,06:06:34,10.02
2024-12-16,06:06:46,10.04
2024-12-16,06:06:58,10.05
2024-12-16,06:07:10,10.05
2024-12-16,06:07:22,10.03
2024-12-16,06:07:34,10.05
2024-12-16,06:07:46,10.08
2024-12-16,06:07:58,10.04
2024-12-16,06:08:11,10.06
2024-12-16,06:08:23,10.04
2024-12-16,06:08:35,10.05
2024-12-16,06:08:47,10.07
2024-12-16,06:08:59,10.03
2024-12-16,06:09:11,10.05
2024-12-16,06:09:23,10.03
2024-12-16,06:09:35,10.06
2024-12-16,06:09:47,10.04
2024-12-16,06:09:59,10.02
2024-12-16,06:10:11,10.05
2024-12-16,06:10:23,10.04
2024-12-16,06:10:35,10.04
2024-12-16,06:10:47,10.02
2024-12-16,06:10:59,10.06
2024-12-16,06:11:11,10.06
2024-12-16,06:11:23,10.05
2024-12-16,06:11:35,10.04
2024-12-16,06:11:47,10.03
2024-12-16,06:11:59,10.05
2024-12-16,06:12:11,10.03
2024-12-16,06:12:23,10.03
2024-12-16,06:12:35,10.03
2024-12-16,06:12:48,10.04
2024-12-16,06:13:00,10.05
2024-12-16,06:13:12,10.05
2024-12-16,06:13:24,10.04
2024-12-16,06:13:36,10.04
2024-12-16,06:13:48,10.03
2024-12-16,06:14:00,10.03
2024-12-16,06:14:12,10.03
2024-12-16,06:14:24,10.04
2024-12-16,06:14:36,10.05
2024-12-16,06:14:48,10.04
2024-12-16,06:15:00,10.03
2024-12-16,06:15:12,10.03
2024-12-16,06:15:24,10.03
2024-12-16,06:15:36,10.05
2024-12-16,06:15:48,10.05
2024-12-16,06:16:00,10.04
2024-12-16,06:16:12,10.05
2024-12-16,06:16:24,10.03
2024-12-16,06:16:36,10.00
2024-12-16,06:16:48,10.03
2024-12-16,06:17:00,10.04
2024-12-16,06:17:12,10.03
2024-12-16,06:17:24,10.05
2024-12-16,06:17:36,10.07
2024-12-16,06:17:49,10.03
2024-12-16,06:18:01,10.04
2024-12-16,06:18:13,10.04
2024-12-16,06:18:25,10.05
2024-12-16,06:18:37,10.01
2024-12-16,06:18:49,10.06
2024-12-16,06:19:01,10.05
2024-12-16,06:19:13,10.05
2024-12-16,06:19:25,10.02
2024-12-16,06:19:37,10.07
2024-12-16,06:19:49,10.03
2024-12-16,06:20:01,10.02
2024-12-16,06:20:13,10.05
2024-12-16,06:20:25,10.00
2024-12-16,06:20:37,10.03
2024-12-16,06:20:49,10.05
2024-12-16,06:21:01,10.02
2024-12-16,06:21:13,10.03
2024-12-16,06:21:25,10.06
2024-12-16,06:21:37,10.04
2024-12-16,06:21:49,10.07
2024-12-16,06:22:01,10.03
2024-12-16,06:22:13,10.05
2024-12-16,06:22:25,10.03
2024-12-16,06:22:37,10.05
2024-12-16,06:22:50,10.04
2024-12-16,06:23:02,10.03
2024-12-16,06:23:14,10.03
2024-12-16,06:23:26,10.04
2024-12-16,06:23:38,10.03
2024-12-16,06:23:50,10.06
2024-12-16,06:24:02,10.00
2024-12-16,06:24:14,10.04
2024-12-16,06:24:26,10.04
2024-12-16,06:24:38,10.03
2024-12-16,06:24:50,10.01
2024-12-16,06:25:02,10.05
2024-12-16,06:25:14,10.05
2024-12-16,06:25:26,10.02
2024-12-16,06:25:38,10.01
2024-12-16,06:25:50,10.06
2024-12-16,06:26:02,10.00
2024-12-16,06:26:14,10.04
2024-12-16,06:26:26,10.03
2024-12-16,06:26:38,10.07
2024-12-16,06:26:50,10.06
2024-12-16,06:27:02,10.07
2024-12-16,06:27:14,10.05
2024-12-16,06:27:26,10.03
2024-12-16,06:27:38,10.08
2024-12-16,06:27:51,10.08
2024-12-16,06:28:03,10.03
2024-12-16,06:28:15,10.05
2024-12-16,06:28:27,10.03
2024-12-16,06:28:39,10.05
2024-12-16,06:28:51,10.06
2024-12-16,06:29:03,10.05
2024-12-16,06:29:15,10.04
2024-12-16,06:29:27,10.02
2024-12-16,06:29:39,10.05
2024-12-16,06:29:51,10.05
2024-12-16,06:30:03,10.04
2024-12-16,06:30:15,10.01
2024-12-16,06:30:27,10.06
2024-12-16,06:30:39,10.05
2024-12-16,06:30:51,10.05
2024-12-16,06:31:03,10.04
2024-12-16,06:31:15,10.04
2024-12-16,06:31:27,10.00
2024-12-16,06:31:39,10.06
2024-12-16,06:31:51,10.01
2024-12-16,06:32:03,10.04
2024-12-16,06:32:15,10.06
2024-12-16,06:32:28,10.06
2024-12-16,06:32:40,10.02
2024-12-16,06:32:52,10.03
2024-12-16,06:33:04,10.05
2024-12-16,06:33:16,10.03
2024-12-16,06:33:28,10.07
2024-12-16,06:33:40,10.03
2024-12-16,06:33:52,10.03
2024-12-16,06:34:04,10.05
2024-12-16,06:34:16,10.01
2024-12-16,06:34:28,10.04
2024-12-16,06:34:40,10.06
2024-12-16,06:34:52,10.05
2024-12-16,06:35:04,10.03
2024-12-16,06:35:16,10.05
2024-12-16,06:35:28,10.02
2024-12-16,06:35:40,10.04
2024-12-16,06:35:52,10.04
2024-12-16,06:36:04,10.05
2024-12-16,06:36:16,10.04
2024-12-16,06:36:28,10.05
2024-12-16,06:36:40,10.06
2024-12-16,06:36:52,10.03
2024-12-16,06:37:04,10.01
2024-12-16,06:37:16,10.04
2024-12-16,06:37:29,10.03
2024-12-16,06:37:41,10.03
2024-12-16,06:37:53,10.04
2024-12-16,06:38:05,10.04
2024-12-16,06:38:17,10.00
2024-12-16,06:38:29,10.03
2024-12-16,06:38:41,10.06
2024-12-16,06:38:53,10.03
2024-12-16,06:39:05,10.02
2024-12-16,06:39:17,10.02
2024-12-16,06:39:29,10.03
2024-12-16,06:39:41,10.04
2024-12-16,06:39:53,10.04
2024-12-16,06:40:05,10.05
2024-12-16,06:40:17,10.07
2024-12-16,06:40:29,10.06
2024-12-16,06:40:41,10.03
2024-12-16,06:40:53,10.05
2024-12-16,06:41:05,10.05
2024-12-16,06:41:17,10.07
2024-12-16,06:41:29,10.04
2024-12-16,06:41:41,10.03
2024-12-16,06:41:53,10.06
2024-12-16,06:42:05,10.05
2024-12-16,06:42:18,10.04
2024-12-16,06:42:30,10.05
2024-12-16,06:42:42,10.02
2024-12-16,06:42:54,10.03
2024-12-16,06:43:06,10.06
2024-12-16,06:43:18,10.03
2024-12-16,06:43:30,10.05
2024-12-16,06:43:42,10.05
2024-12-16,06:43:54,10.01
2024-12-16,06:44:06,10.06
2024-12-16,06:44:18,10.05
2024-12-16,06:44:30,10.05
2024-12-16,06:44:42,10.03
2024-12-16,06:44:54,10.06
2024-12-16,06:45:06,10.05
2024-12-16,06:45:18,10.07
2024-12-16,06:45:30,10.06
2024-12-16,06:45:42,10.05
2024-12-16,06:45:54,10.03
2024-12-16,06:46:06,10.03
2024-12-16,06:46:18,10.02
2024-12-16,06:46:30,10.03
2024-12-16,06:46:42,10.01
2024-12-16,06:46:54,10.07
2024-12-16,06:47:07,10.03
2024-12-16,06:47:19,10.03
2024-12-16,06:47:31,10.05
2024-12-16,06:47:43,10.01
2024-12-16,06:47:55,10.06
2024-12-16,06:48:07,10.05
2024-12-16,06:48:19,10.06
2024-12-16,06:48:31,10.06
2024-12-16,06:48:43,10.06
2024-12-16,06:48:55,10.03
2024-12-16,06:49:07,10.03
2024-12-16,06:49:19,10.06
2024-12-16,06:49:31,10.07
2024-12-16,06:49:43,10.03
2024-12-16,06:49:55,10.04
2024-12-16,06:50:07,10.00
2024-12-16,06:50:19,10.05
2024-12-16,06:50:31,10.03
2024-12-16,06:50:43,10.03
2024-12-16,06:50:55,10.07
2024-12-16,06:51:07,10.04
2024-12-16,06:51:19,10.04
2024-12-16,06:51:32,10.02
2024-12-16,06:51:44,10.04
2024-12-16,06:51:56,10.02
2024-12-16,06:52:08,10.05
2024-12-16,06:52:20,10.02
2024-12-16,06:52:32,10.03
2024-12-16,06:52:44,10.02
2024-12-16,06:52:56,10.03
2024-12-16,06:53:08,10.06
2024-12-16,06:53:20,10.06
2024-12-16,06:53:32,10.07
2024-12-16,06:53:44,10.03
2024-12-16,06:53:56,10.06
2024-12-16,06:54:08,10.01
2024-12-16,06:54:20,10.04
2024-12-16,06:54:32,10.03
2024-12-16,06:54:44,10.03
2024-12-16,06:54:56,10.04
2024-12-16,06:55:08,10.06
2024-12-16,06:55:20,10.07
2024-12-16,06:55:32,10.02
2024-12-16,06:55:44,10.02
2024-12-16,06:55:56,10.04
2024-12-16,06:56:08,10.03
2024-12-16,06:56:20,10.07
2024-12-16,06:56:32,10.01
2024-12-16,06:56:45,10.04
2024-12-16,06:56:57,10.02
2024-12-16,06:57:09,10.03
2024-12-16,06:57:21,10.05
2024-12-16,06:57:33,10.02
2024-12-16,06:57:45,10.05
2024-12-16,06:57:57,10.03
2024-12-16,06:58:09,10.07
2024-12-16,06:58:21,10.05
2024-12-16,06:58:33,10.04
2024-12-16,06:58:45,10.03
2024-12-16,06:58:57,10.02
2024-12-16,06:59:09,10.07
2024-12-16,06:59:21,10.05
2024-12-16,06:59:33,10.04
2024-12-16,06:59:45,10.05
2024-12-16,06:59:57,10.03
2024-12-16,07:00:09,10.04
2024-12-16,07:00:21,10.04
2024-12-16,07:00:33,10.05
2024-12-16,07:00:45,10.01
2024-12-16,07:00:57,10.05
2024-12-16,07:01:09,10.07
2024-12-16,07:01:21,10.01
2024-12-16,07:01:33,10.01
2024-12-16,07:01:45,10.04
2024-12-16,07:01:58,10.04
2024-12-16,07:02:10,10.05
2024-12-16,07:02:22,10.05
2024-12-16,07:02:34,10.04
2024-12-16,07:02:46,10.03
2024-12-16,07:02:58,10.03
2024-12-16,07:03:10,10.03
2024-12-16,07:03:22,10.02
2024-12-16,07:03:34,10.07
2024-12-16,07:03:46,10.03
2024-12-16,07:03:58,10.04
2024-12-16,07:04:10,10.07
2024-12-16,07:04:22,10.07
2024-12-16,07:04:34,10.08
2024-12-16,07:04:46,10.02
2024-12-16,07:04:58,10.02
2024-12-16,07:05:10,10.03
2024-12-16,07:05:22,10.05
2024-12-16,07:05:34,10.01
2024-12-16,07:05:46,10.06
2024-12-16,07:05:58,10.04
2024-12-16,07:06:10,10.04
2024-12-16,07:06:22,10.03
2024-12-16,07:06:35,10.05
2024-12-16,07:06:47,10.01
2024-12-16,07:06:59,10.05
2024-12-16,07:07:11,10.03
2024-12-16,07:07:23,10.06
2024-12-16,07:07:35,10.04
2024-12-16,07:07:47,10.07
2024-12-16,07:07:59,10.01
2024-12-16,07:08:11,10.04
2024-12-16,07:08:23,10.02
2024-12-16,07:08:35,10.07
2024-12-16,07:08:47,10.03
2024-12-16,07:08:59,10.07
2024-12-16,07:09:11,10.01
2024-12-16,07:09:23,10.04
2024-12-16,07:09:35,10.06
2024-12-16,07:09:47,10.01
2024-12-16,07:09:59,10.04
2024-12-16,07:10:11,10.03
2024-12-16,07:10:23,10.07
2024-12-16,07:10:35,10.05
2024-12-16,07:10:47,10.07
2024-12-16,07:10:59,10.02
2024-12-16,07:11:12,10.03
2024-12-16,07:11:24,10.06
2024-12-16,07:11:36,10.05
2024-12-16,07:11:48,10.03
2024-12-16,07:12:00,10.05
2024-12-16,07:12:12,10.03
2024-12-16,07:12:24,10.05
2024-12-16,07:12:36,10.03
2024-12-16,07:12:48,10.02
2024-12-16,07:13:00,10.03
2024-12-16,07:13:12,10.05
2024-12-16,07:13:24,10.01
2024-12-16,07:13:36,10.05
2024-12-16,07:13:48,10.02
2024-12-16,07:14:00,10.05
2024-12-16,07:14:12,10.03
2024-12-16,07:14:24,10.07
2024-12-16,07:14:36,10.07
2024-12-16,07:14:48,10.04
2024-12-16,07:15:00,10.05
2024-12-16,07:15:12,10.06
2024-12-16,07:15:24,10.03
2024-12-16,07:15:36,10.05
2024-12-16,07:15:48,10.03
2024-12-16,07:16:01,10.00
2024-12-16,07:16:13,10.03
2024-12-16,07:16:25,10.04
2024-12-16,07:16:37,10.01
2024-12-16,07:16:49,10.01
2024-12-16,07:17:01,10.06
2024-12-16,07:17:13,10.02
2024-12-16,07:17:25,10.02
2024-12-16,07:17:37,10.02
2024-12-16,07:17:49,10.05
2024-12-16,07:18:01,10.04
2024-12-16,07:18:13,10.04
2024-12-16,07:18:25,10.01
2024-12-16,07:18:37,10.03
2024-12-16,07:18:49,10.06
2024-12-16,07:19:01,10.02
2024-12-16,07:19:13,10.06
2024-12-16,07:19:25,10.03
2024-12-16,07:19:37,10.02
2024-12-16,07:19:49,10.01
2024-12-16,07:20:01,10.03
2024-12-16,07:20:13,10.04
2024-12-16,07:20:25,10.05
2024-12-16,07:20:37,10.02
2024-12-16,07:20:49,10.02
2024-12-16,07:21:01,10.03
2024-12-16,07:21:13,10.05
2024-12-16,07:21:25,10.00
2024-12-16,07:21:37,10.03
2024-12-16,07:21:49,10.06
2024-12-16,07:22:01,10.05
2024-12-16,07:22:14,10.05
2024-12-16,07:22:26,10.03
2024-12-16,07:22:38,10.02
2024-12-16,07:22:50,10.05
2024-12-16,07:23:02,10.01
2024-12-16,07:23:14,10.06
2024-12-16,07:23:26,10.06
2024-12-16,07:23:38,10.07
2024-12-16,07:23:50,10.05
2024-12-16,07:24:02,10.03
2024-12-16,07:24:14,10.04
2024-12-16,07:24:26,10.06
2024-12-16,07:24:38,10.07
2024-12-16,07:24:50,10.01
2024-12-16,07:25:02,10.04
2024-12-16,07:25:14,10.04
2024-12-16,07:25:26,10.04
2024-12-16,07:25:38,10.03
2024-12-16,07:25:50,10.01
2024-12-16,07:26:02,10.05
2024-12-16,07:26:14,10.07
2024-12-16,07:26:26,10.01
2024-12-16,07:26:38,10.02
2024-12-16,07:26:50,10.03
2024-12-16,07:27:02,10.07
2024-12-16,07:27:15,10.04
2024-12-16,07:27:27,10.04
2024-12-16,07:27:39,10.03
2024-12-16,07:27:51,10.01
2024-12-16,07:28:03,10.04
2024-12-16,07:28:15,10.01
2024-12-16,07:28:27,10.06
2024-12-16,07:28:39,10.02
2024-12-16,07:28:51,10.07
2024-12-16,07:29:03,10.05
2024-12-16,07:29:15,10.03
2024-12-16,07:29:27,10.08
2024-12-16,07:29:39,10.02
2024-12-16,07:29:51,10.05
2024-12-16,07:30:03,10.02
2024-12-16,07:30:15,10.03
2024-12-16,07:30:27,10.07
2024-12-16,07:30:39,10.06
2024-12-16,07:30:51,10.04
2024-12-16,07:31:03,10.04
2024-12-16,07:31:15,10.02
2024-12-16,07:31:27,10.04
2024-12-16,07:31:39,10.04
2024-12-16,07:31:51,10.05
2024-12-16,07:32:04,10.02
2024-12-16,07:32:16,10.03
2024-12-16,07:32:28,10.04
2024-12-16,07:32:40,10.05
2024-12-16,07:32:52,10.03
2024-12-16,07:33:04,10.05
2024-12-16,07:33:16,10.03
2024-12-16,07:33:28,10.01
2024-12-16,07:33:40,10.05
2024-12-16,07:33:52,10.03
2024-12-16,07:34:04,10.03
2024-12-16,07:34:16,10.04
2024-12-16,07:34:28,10.06
2024-12-16,07:34:40,10.02
2024-12-16,07:34:52,10.01
2024-12-16,07:35:04,10.05
2024-12-16,07:35:16,10.06
2024-12-16,07:35:28,10.05
2024-12-16,07:35:40,10.03
2024-12-16,07:35:52,10.03
2024-12-16,07:36:04,10.07
2024-12-16,07:36:16,10.03
2024-12-16,07:36:28,10.03
2024-12-16,07:36:40,10.02
2024-12-16,07:36:52,10.03
2024-12-16,07:37:04,10.07
2024-12-16,07:37:17,10.06
2024-12-16,07:37:29,10.03
2024-12-16,07:37:41,10.03
2024-12-16,07:37:53,10.00
2024-12-16,07:38:05,10.04
2024-12-16,07:38:17,10.03
2024-12-16,07:38:29,10.06
2024-12-16,07:38:41,10.03
2024-12-16,07:38:53,10.03
2024-12-16,07:39:05,10.05
2024-12-16,07:39:17,10.02
2024-12-16,07:39:29,10.06
2024-12-16,07:39:41,10.00
2024-12-16,07:39:53,10.06
2024-12-16,07:40:05,10.03
2024-12-16,07:40:17,10.05
2024-12-16,07:40:29,10.03
2024-12-16,07:40:41,10.06
2024-12-16,07:40:53,10.01
2024-12-16,07:41:05,10.05
2024-12-16,07:41:17,10.01
2024-12-16,07:41:29,10.02
2024-12-16,07:41:41,10.01
2024-12-16,07:41:53,10.02
2024-12-16,07:42:05,10.05
2024-12-16,07:42:17,10.04
2024-12-16,07:42:29,10.04
2024-12-16,07:42:41,10.04
2024-12-16,07:42:54,10.07
2024-12-16,07:43:06,10.01
2024-12-16,07:43:18,10.04
2024-12-16,07:43:30,10.01
2024-12-16,07:43:42,10.06
2024-12-16,07:43:54,10.03
2024-12-16,07:44:06,10.04
2024-12-16,07:44:18,10.05
2024-12-16,07:44:30,10.02
2024-12-16,07:44:42,10.06
2024-12-16,07:44:54,10.04
2024-12-16,07:45:06,10.02
2024-12-16,07:45:18,10.04
2024-12-16,07:45:30,10.05
2024-12-16,07:45:42,10.04
2024-12-16,07:45:54,10.06
2024-12-16,07:46:06,10.04
2024-12-16,07:46:18,10.00
2024-12-16,07:46:30,10.05
2024-12-16,07:46:42,10.01
2024-12-16,07:46:54,10.02
2024-12-16,07:47:06,10.03
2024-12-16,07:47:18,10.01
2024-12-16,07:47:30,10.01
2024-12-16,07:47:42,10.01
2024-12-16,07:47:54,10.03
2024-12-16,07:48:06,10.07
2024-12-16,07:48:18,10.06
2024-12-16,07:48:31,10.04
2024-12-16,07:48:43,10.00
2024-12-16,07:48:55,10.05
2024-12-16,07:49:07,10.01
2024-12-16,07:49:19,10.05
2024-12-16,07:49:31,10.06
2024-12-16,07:49:43,10.01
2024-12-16,07:49:55,10.04
2024-12-16,07:50:07,10.06
2024-12-16,07:50:19,10.03
2024-12-16,07:50:31,10.03
2024-12-16,07:50:43,10.04
2024-12-16,07:50:55,10.04
2024-12-16,07:51:07,10.06
2024-12-16,07:51:19,10.02
2024-12-16,07:51:31,10.02
2024-12-16,07:51:43,10.02
2024-12-16,07:51:55,10.04
2024-12-16,07:52:07,10.00
2024-12-16,07:52:19,10.06
2024-12-16,07:52:31,10.02
2024-12-16,07:52:43,10.02
2024-12-16,07:52:55,10.00
2024-12-16,07:53:07,10.03
2024-12-16,07:53:19,10.07
2024-12-16,07:53:31,10.04
2024-12-16,07:53:43,10.05
2024-12-16,07:53:55,10.05
2024-12-16,07:54:08,10.06
2024-12-16,07:54:20,10.01
2024-12-16,07:54:32,10.05
2024-12-16,07:54:44,10.04
2024-12-16,07:54:56,10.03
2024-12-16,07:55:08,10.07
2024-12-16,07:55:20,10.03
2024-12-16,07:55:32,10.06
2024-12-16,07:55:44,10.04
2024-12-16,07:55:56,10.04
2024-12-16,07:56:08,10.03
2024-12-16,07:56:20,10.03
2024-12-16,07:56:32,10.03
2024-12-16,07:56:44,10.06
2024-12-16,07:56:56,10.03
2024-12-16,07:57:08,10.07
2024-12-16,07:57:20,10.02
2024-12-16,07:57:32,10.01
2024-12-16,07:57:44,10.04
2024-12-16,07:57:56,10.02
2024-12-16,07:58:08,10.05
2024-12-16,07:58:20,10.01
2024-12-16,07:58:32,10.01
2024-12-16,07:58:44,10.02
2024-12-16,07:58:56,10.01
2024-12-16,07:59:08,10.01
2024-12-16,07:59:20,10.05
2024-12-16,07:59:33,10.05
2024-12-16,07:59:45,10.03
2024-12-16,07:59:57,10.03
2024-12-16,08:00:09,10.06
2024-12-16,08:00:21,10.03
2024-12-16,08:00:33,10.02
2024-12-16,08:00:45,10.04
2024-12-16,08:00:57,10.04
2024-12-16,08:01:09,10.05
2024-12-16,08:01:21,10.05
2024-12-16,08:01:33,10.04
2024-12-16,08:01:45,10.05
2024-12-16,08:01:57,10.03
2024-12-16,08:02:09,10.04
2024-12-16,08:02:21,10.01
2024-12-16,08:02:33,10.02
2024-12-16,08:02:45,10.01
2024-12-16,08:02:57,10.05
2024-12-16,08:03:09,10.04
2024-12-16,08:03:21,10.07
2024-12-16,08:03:33,10.05
2024-12-16,08:03:45,10.04
2024-12-16,08:03:57,10.06
2024-12-16,08:04:09,10.05
2024-12-16,08:04:22,10.03
2024-12-16,08:04:34,10.06
2024-12-16,08:04:46,10.03
2024-12-16,08:04:58,10.03
2024-12-16,08:05:10,10.00
2024-12-16,08:05:22,10.03
2024-12-16,08:05:34,10.07
2024-12-16,08:05:46,10.03
2024-12-16,08:05:58,10.07
2024-12-16,08:06:10,10.04
2024-12-16,08:06:22,10.04
2024-12-16,08:06:34,10.04
2024-12-16,08:06:46,10.07
2024-12-16,08:06:58,10.02
2024-12-16,08:07:10,10.06
2024-12-16,08:07:22,10.04
2024-12-16,08:07:34,10.04
2024-12-16,08:07:46,10.05
2024-12-16,08:07:58,10.02
2024-12-16,08:08:10,10.04
2024-12-16,08:08:22,10.02
2024-12-16,08:08:34,10.02
2024-12-16,08:08:46,10.02
2024-12-16,08:08:58,10.02
2024-12-16,08:09:10,10.07
2024-12-16,08:09:23,10.07
2024-12-16,08:09:35,10.01
2024-12-16,08:09:47,10.07
2024-12-16,08:09:59,10.03
2024-12-16,08:10:11,10.04
2024-12-16,08:10:23,10.03
2024-12-16,08:10:35,10.05
2024-12-16,08:10:47,10.00
2024-12-16,08:10:59,10.05
2024-12-16,08:11:11,10.02
2024-12-16,08:11:23,10.08
2024-12-16,08:11:35,10.02
2024-12-16,08:11:47,10.04
2024-12-16,08:11:59,10.05
2024-12-16,08:12:11,10.01
2024-12-16,08:12:23,10.05
2024-12-16,08:12:35,10.03
2024-12-16,08:12:47,10.06
2024-12-16,08:12:59,10.06
2024-12-16,08:13:11,10.03
2024-12-16,08:13:23,10.04
2024-12-16,08:13:35,10.05
2024-12-16,08:13:47,10.03
2024-12-16,08:13:59,10.03
2024-12-16,08:14:11,10.06
2024-12-16,08:14:24,10.00
2024-12-16,08:14:36,10.03
2024-12-16,08:14:48,10.05
2024-12-16,08:15:00,10.00
2024-12-16,08:15:12,10.00
2024-12-16,08:15:24,10.03
2024-12-16,08:15:36,10.05
2024-12-16,08:15:48,10.05
2024-12-16,08:16:00,10.03
2024-12-16,08:16:12,10.04
2024-12-16,08:16:24,10.03
2024-12-16,08:16:36,10.04
2024-12-16,08:16:48,10.01
2024-12-16,08:17:00,10.04
2024-12-16,08:17:12,10.02
2024-12-16,08:17:24,10.07
2024-12-16,08:17:36,10.06
2024-12-16,08:17:48,10.07
2024-12-16,08:18:00,10.06
2024-12-16,08:18:12,10.04
2024-12-16,08:18:24,10.04
2024-12-16,08:18:36,10.05
2024-12-16,08:18:48,10.04
2024-12-16,08:19:00,10.05
2024-12-16,08:19:12,10.04
2024-12-16,08:19:24,10.07
2024-12-16,08:19:37,10.05
2024-12-16,08:19:49,10.03
2024-12-16,08:20:01,10.04
2024-12-16,08:20:13,10.05
2024-12-16,08:20:25,10.08
2024-12-16,08:20:37,10.04
2024-12-16,08:20:49,10.05
2024-12-16,08:21:01,10.03
2024-12-16,08:21:13,10.04
2024-12-16,08:21:25,10.05
2024-12-16,08:21:37,10.04
2024-12-16,08:21:49,10.02
2024-12-16,08:22:01,10.01
2024-12-16,08:22:13,10.05
2024-12-16,08:22:25,10.01
2024-12-16,08:22:37,10.06
2024-12-16,08:22:49,10.03
2024-12-16,08:23:01,10.03
2024-12-16,08:23:13,10.02
2024-12-16,08:23:25,10.04
2024-12-16,08:23:37,10.04
2024-12-16,08:23:49,10.07
2024-12-16,08:24:01,10.01
2024-12-16,08:24:13,10.02
2024-12-16,08:24:25,10.05
2024-12-16,08:24:38,10.02
2024-12-16,08:24:50,10.04
2024-12-16,08:25:02,10.03
2024-12-16,08:25:14,10.02
2024-12-16,08:25:26,10.06
2024-12-16,08:25:38,10.05
2024-12-16,08:25:50,10.07
2024-12-16,08:26:02,10.03
2024-12-16,08:26:14,10.01
2024-12-16,08:26:26,10.03
2024-12-16,08:26:38,10.02
2024-12-16,08:26:50,10.06
2024-12-16,08:27:02,10.04
2024-12-16,08:27:14,10.06
2024-12-16,08:27:26,10.05
2024-12-16,08:27:38,10.02
2024-12-16,08:27:50,10.04
2024-12-16,08:28:02,10.05
2024-12-16,08:28:14,10.04
2024-12-16,08:28:26,10.00
2024-12-16,08:28:38,10.02
2024-12-16,08:28:50,10.06
2024-12-16,08:29:02,10.04
2024-12-16,08:29:14,10.04
2024-12-16,08:29:26,10.01
2024-12-16,08:29:38,10.07
2024-12-16,08:29:51,10.04
2024-12-16,08:30:03,10.01
2024-12-16,08:30:15,10.02
2024-12-16,08:30:27,10.07
2024-12-16,08:30:39,10.04
2024-12-16,08:30:51,10.01
2024-12-16,08:31:03,10.05
2024-12-16,08:31:15,10.04
2024-12-16,08:31:27,10.07
2024-12-16,08:31:39,10.01
2024-12-16,08:31:51,10.04
2024-12-16,08:32:03,10.05
2024-12-16,08:32:15,10.04
2024-12-16,08:32:27,10.02
2024-12-16,08:32:39,10.04
2024-12-16,08:32:51,10.07
2024-12-16,08:33:03,10.05
2024-12-16,08:33:15,10.03
2024-12-16,08:33:27,10.06
2024-12-16,08:33:39,10.04
2024-12-16,08:33:51,10.01
2024-12-16,08:34:03,10.05
2024-12-16,08:34:15,10.05
2024-12-16,08:34:27,10.03
2024-12-16,08:34:39,10.05
2024-12-16,08:34:52,10.02
2024-12-16,08:35:04,10.03
2024-12-16,08:35:16,10.04
2024-12-16,08:35:28,10.01
2024-12-16,08:35:40,10.03
2024-12-16,08:35:52,10.01
2024-12-16,08:36:04,10.06
2024-12-16,08:36:16,10.02
2024-12-16,08:36:28,10.05
2024-12-16,08:36:40,10.03
2024-12-16,08:36:52,10.03
2024-12-16,08:37:04,10.07
2024-12-16,08:37:16,10.06
2024-12-16,08:37:28,10.05
2024-12-16,08:37:40,10.01
2024-12-16,08:37:52,10.04
2024-12-16,08:38:04,10.04
2024-12-16,08:38:16,10.02
2024-12-16,08:38:28,10.04
2024-12-16,08:38:40,10.05
2024-12-16,08:38:52,10.05
2024-12-16,08:39:04,10.03
